,Unnamed: 0,y,z,alpha,R,Time Step,flow-time,Eloss,Ekin,max-skewness,TVPG,ven-vol,flow-av,flow-mv,WSS,wss-1,wss-2,wss-3,wss-4,wss-5,wss-6,wss-7,wss-8,wss-9,wss-10,wss-11,wss-12,wss-13,wss-14,wss-15,wss-16,wss-17,mv-pressure-drop
62,62,-3.875,50.575,9.375,3.9875,960.5,2.229157214999979,2.209932627733578e-05,0.0010380643936779,0.8973941739670082,127.68786651249316,1.187285832857142e-05,-1.6696099111248926e-05,1.4666693846255724e-05,3.392628114961886,3.215813307905101,11.44757586951092,12.43337086965065,2.7794117525415576,3.911871272936125,3.911881104615287,1.7153079305689325,1.8215331307514973,2.126285332255235,2.549649077302772,2.97827458156073,2.3852972073780143,3.6600274941418425,4.216755931895017,4.6208426748230105,5.220804674490383,4.104120432700554,559.6682831863258
63,63,-3.825,52.875,-5.875,3.7625,960.5,2.229157214999979,3.018317592004268e-05,0.0013270493178032,0.9028330122653622,145.23712654381148,1.1991632173210575e-05,-1.653903785996041e-05,1.4491352646349524e-05,4.267047963915642,3.135459567027725,13.487986432398309,13.82870052338036,2.6647359155697705,4.468052954756513,4.487846099602972,2.107233084759158,3.0459874856795444,3.641640857913123,2.7365988727902795,2.9828297316485286,3.0081652106218777,4.467260464342064,7.55572744566155,5.3397026439015445,6.906168902876223,4.681491107607456,573.5492860721284
64,64,-3.775,49.025,6.125,3.9625,960.5,2.229157214999979,2.6894687798754468e-05,0.0010178521031229,0.8651747011547013,94.49786918291424,1.1649129252222813e-05,-1.6661668312395708e-05,1.4630515598476773e-05,3.951393260556483,2.9682099226822936,9.199325774673154,10.487183572951691,3.241878115295016,4.563051552039363,4.504802461217634,2.1538806422618118,1.807911524286784,2.1504702174437305,2.314204797773875,2.500510310440789,1.6174918931949742,6.454369080096836,5.959659053627476,6.482367270431917,5.885200703364574,5.560327975025072,456.1400735718682
65,65,-3.725,52.775,-2.625,3.4875,960.5,2.229157214999979,3.503193113381205e-05,0.0015242118597061,0.9132986387658611,178.43526558638175,1.1949055473273516e-05,-1.6337972327272855e-05,1.4370680736817726e-05,4.519289489573776,3.552919892030638,13.674266804413014,14.040264710562134,2.966146622479675,4.972608864899818,4.857482258207152,1.923488120109188,2.889303570521476,3.853288593156452,2.7847779268831774,2.8275734975107407,2.830397652494468,4.972203293928185,8.744410589252466,5.870408083308891,7.167111863609809,5.789915423276121,539.2855815150899
66,66,-3.675,50.325,-1.875,3.6375,960.5,2.229157214999979,2.941801315927506e-05,0.0013229351127204,0.9157861825864352,145.09478212729576,1.1793229050671591e-05,-1.6494646627940227e-05,1.4464940243057224e-05,4.137476666722687,3.718702402876223,11.50873535572691,12.23090864324374,3.213355158207513,4.8719422165231325,4.921441641720512,2.287531396860163,2.81113122995108,3.600294994043642,2.949285530910252,2.850416204888909,2.537314205192503,4.973018308800362,7.370003396372286,5.919388534593948,4.531565159036943,4.976380916774051,492.6465354977976
67,67,-3.625,49.575,-3.875,4.5625,960.5,2.229157214999979,1.6270893040054658e-05,0.0008761590506091,0.907371732265675,72.99690682069588,1.1862130011296782e-05,-1.7130642470129394e-05,1.5025727981337397e-05,3.0460316275923134,3.730845269673792,10.220201677757528,10.83680447290278,2.853262118750676,3.959583493472073,3.664235867626354,1.837686515654672,2.5017657449777917,2.616584069994472,2.5352296776454866,2.9691637786714105,2.26856250349652,3.032682878263069,4.094643969009747,3.6028365810875207,3.0037554913498288,2.2832553977367183,534.5735926638064
68,68,-3.575,50.425,-9.375,3.3375,960.5,2.229157214999979,4.1689877832939165e-05,0.0016249960130298,0.9358296215790816,190.3577617223468,1.178899106080404e-05,-1.620872294088637e-05,1.4235788013812831e-05,5.196529765255479,4.157958341280831,11.89514944377454,12.134279495582714,3.608496139245669,5.850566040865797,6.15697748833688,2.4284397661631774,3.666245070536115,4.469037593163486,2.9957160242517915,3.936885680079167,4.484525914754864,5.531896495876022,9.564447364930588,5.740585214950069,9.53109538283536,6.118285763809357,428.6475786030177
69,69,-3.525,51.275,5.375,4.0125,960.5,2.229157214999979,2.402249927584381e-05,0.0009926149480744,0.8736381340364757,135.34180541861517,1.1935883617027898e-05,-1.673255197059223e-05,1.468535805607202e-05,3.4925711178459213,2.4314190382194787,11.364429845939638,12.077813532529904,2.397503043045825,3.139673394665468,3.013980066174859,1.7739223561300683,1.7040052570184867,1.8104841153622984,2.1106019881210334,1.834175320484274,1.815417006879141,5.851060090955112,6.060273143650592,5.922881892778621,5.6356149250127485,5.155992335520127,575.3477330769505
70,70,-3.475,51.125,-2.375,3.7875,960.5,2.229157214999979,2.6275466697414053e-05,0.0012437417842394,0.9462703130242428,135.96851567511422,1.1885022132451264e-05,-1.661522831978413e-05,1.4592655770635583e-05,3.9413774243996818,3.955020715192779,12.672918974526343,12.781700029545595,3.143171010995243,4.726705010623665,4.472700337340151,2.136192846825288,2.9717633460084936,3.461649816304344,2.5074158098732533,2.804568205596287,2.917614197766864,4.345522253828059,6.981765696441838,5.441829056648428,4.674149864679951,4.014544870233561,540.846725089184
71,71,-3.425,51.725,0.125,3.8375,960.5,2.229157214999979,2.4790285844006916e-05,0.0011710779283199,0.8682626183614939,149.28808785532928,1.1879859859357343e-05,-1.6582174233143976e-05,1.45135860719011e-05,3.639855171579117,3.658159982208717,12.19406358442271,12.887733488417004,2.607202552754437,4.112890137564086,3.877411817444584,1.7461695220712534,2.32775818006196,2.94323930685665,2.5597179629872926,2.416403306413615,2.1784848916910566,4.705172219209639,6.4927466453763385,5.114279560546413,4.212175691414101,4.161160561121901,562.1680422405947
72,72,-3.375,49.825,5.625,3.3875,960.5,2.229157214999979,3.777705238927249e-05,0.0013559544591136,0.8849012362236656,142.40817423358155,1.1674827223113184e-05,-1.619264292930377e-05,1.4235465701866844e-05,4.723376948079696,3.409650495291515,10.165673975687351,11.156807267372203,3.73900231503732,5.924270820084359,5.5841470293229625,1.987645425842076,2.2155823768293392,2.753947071738861,2.984169499084337,3.503920489788639,2.203962667336131,6.742436932272956,6.982841806671234,7.822869978684142,7.941190824037383,7.53236711673433,419.2846130945197
74,74,-3.275,52.275,-9.875,3.5125,960.5,2.229157214999979,3.8837599993112486e-05,0.0015149450009334,0.9066905496572472,139.47366472444102,1.188418371847134e-05,-1.6325342580511146e-05,1.4312425744691684e-05,5.084615445258626,4.071743425798825,13.12033693000864,13.513713598159104,3.352611677793155,5.697110278207583,5.713968975344121,2.380981652763763,3.076856607287793,4.598889311732635,2.47127073790901,3.6665218738339935,4.545875633290771,5.053918723115847,8.527948269221207,5.862397328155089,10.29934604068541,5.367076018377995,501.7149630870069
76,76,-3.175,49.425,2.375,4.1375,960.5,2.229157214999979,2.0935017633114385e-05,0.000935662059491,0.8630545765465273,100.30086690814991,1.1718294763592016e-05,-1.6860498182565477e-05,1.47818810299855e-05,3.269480976199748,3.6948008293827135,9.895946510753149,11.018498190143534,3.0326327710124104,4.323471459726094,3.800403167108089,1.6061563817263145,1.8686549246275197,2.00239705587145,1.6990916339896145,1.7705265917578217,1.7386923842765034,4.731379629666549,5.541536999812408,4.3428334625595335,4.205251165438683,3.876026655249339,497.8366411054446
77,77,-3.125,49.725,-0.625,4.5125,960.5,2.229157214999979,1.6144242958505348e-05,0.0008314134132844,0.8648857867758688,77.33410742988234,1.1818110351138904e-05,-1.7108265698880777e-05,1.4992710423199612e-05,2.916381372246477,4.50553436672901,10.280981029104954,11.101299915617004,3.578476407601564,4.085114718855535,3.4827805049947798,1.750114941294916,2.1801824888694825,2.633586140589192,2.252039532072271,2.3389413367989897,1.8820219156627485,3.08178162650934,3.6008187189701064,3.300435882153742,2.7123456908710164,1.9871280492764325,534.5103676089007
78,78,-3.075,49.475,-1.125,3.2125,960.5,2.229157214999979,3.912053288676976e-05,0.0015192793382542,0.8602988054835019,172.6630349802465,1.164800725460356e-05,-1.599802825429525e-05,1.4029503665006788e-05,4.677654715079132,4.512567454693273,10.601221973201346,11.38602632694386,3.8215226701427616,6.140544586595175,6.139305031683979,1.8039628527794036,2.620709297377365,3.542726627897196,3.490936265007401,2.756407446191381,2.179896566451879,6.193556522243212,8.85346061493374,7.569939006520205,4.876227195586549,7.683623344812753,341.59506519634425
79,79,-3.025,50.825,5.875,3.3625,960.5,2.229157214999979,3.733611820697792e-05,0.0013781808602682,0.8636038053223629,158.37465820884032,1.1779780188680776e-05,-1.618831683900742e-05,1.422937852158368e-05,4.52484981963069,3.500379045409576,11.243656062442753,12.278698548792502,3.404007598554672,5.062037054324326,4.844300443515768,2.0939220355398263,1.93844142498962,2.34596328572133,2.97334444774122,3.838900671682191,1.659313491016608,6.911985883658792,7.56069934593655,7.782244265882244,6.503144403754632,7.586744018445574,447.3895723797287
